"qname"	"qlen"	"qstart"	"qend"	"strand"	"tname"	"tlen"	"tstart"	"tend"	"nmatch"	"alen"	"mapq"	"tp"	"cm"	"s1"	"s2"	"dv"	"rl"	"contig"	"name2"	"name"	"sample_id"	"hap_struc"	"hap_struc_d"	"hap_block_start"	"chrom"	"start"	"end"
"ENST00000610648.1"	1736	4	1733	"+"	"AV_HG02148#haplotype2#0002863:16304803-16712699"	407896	115077	123499	1720	8422	48	"P"	531	1638	1371	1e-04	0	"AV_HG02148#haplotype2#0002863:16304803-16712699"	"AMY2B-208"	"2B"	"AV_HG02148"	"0-3-7-9-4-6-8-5-2-4-9-7-2-5-2-1"	"0.0-3.0-7.0-9.0-4.0-6.0-8.0-5.0-2.0-4.1-9.1-7.1-2.1-5.0-2.0-1.0"	100	"AV_HG02148#haplotype2#0002863:16304803-16712699"	115077	123499
"ENST00000370083.9"	1785	2	1784	"+"	"AV_HG02257#haplotype2#0001152:102843493-103251377"	407884	293786	302577	1769	8791	0	"P"	557	1686	1686	1e-04	0	"AV_HG02257#haplotype2#0001152:102843493-103251377"	"AMY1A-201"	"1"	"AV_HG02257"	"0-3-7-9-4-6-8-5-2-4-9-7-2-5-2-1"	"0.0-3.0-7.0-9.0-4.0-6.0-8.0-5.0-2.0-4.1-9.1-7.1-2.1-5.0-2.0-1.0"	99	"AV_HG02257#haplotype2#0001152:102843493-103251377"	293786	302577
"ENST00000370083.9"	1785	2	1784	"+"	"AV_HG02257#haplotype2#0001152:102843493-103251377"	407884	199674	208464	1769	8790	0	"S"	557	1686	NA	1e-04	0	"AV_HG02257#haplotype2#0001152:102843493-103251377"	"AMY1A-201"	"1"	"AV_HG02257"	"0-3-7-9-4-6-8-5-2-4-9-7-2-5-2-1"	"0.0-3.0-7.0-9.0-4.0-6.0-8.0-5.0-2.0-4.1-9.1-7.1-2.1-5.0-2.0-1.0"	99	"AV_HG02257#haplotype2#0001152:102843493-103251377"	199674	208464
"ENST00000370083.9"	1785	2	1784	"-"	"AV_HG02257#haplotype2#0001152:102843493-103251377"	407884	231323	240114	1769	8791	0	"S"	557	1686	NA	1e-04	0	"AV_HG02257#haplotype2#0001152:102843493-103251377"	"AMY1A-201"	"1"	"AV_HG02257"	"0-3-7-9-4-6-8-5-2-4-9-7-2-5-2-1"	"0.0-3.0-7.0-9.0-4.0-6.0-8.0-5.0-2.0-4.1-9.1-7.1-2.1-5.0-2.0-1.0"	99	"AV_HG02257#haplotype2#0001152:102843493-103251377"	231323	240114
"ENST00000414303.7"	1584	4	1583	"+"	"AV_HG02257#haplotype2#0001152:102843493-103251377"	407884	161371	169676	1562	8305	28	"P"	480	1487	1342	0.0016	0	"AV_HG02257#haplotype2#0001152:102843493-103251377"	"AMY2A-201"	"2A"	"AV_HG02257"	"0-3-7-9-4-6-8-5-2-4-9-7-2-5-2-1"	"0.0-3.0-7.0-9.0-4.0-6.0-8.0-5.0-2.0-4.1-9.1-7.1-2.1-5.0-2.0-1.0"	99	"AV_HG02257#haplotype2#0001152:102843493-103251377"	161371	169676
"ENST00000610648.1"	1736	4	1733	"+"	"AV_HG02257#haplotype2#0001152:102843493-103251377"	407884	115038	123460	1720	8422	48	"P"	531	1638	1371	1e-04	0	"AV_HG02257#haplotype2#0001152:102843493-103251377"	"AMY2B-208"	"2B"	"AV_HG02257"	"0-3-7-9-4-6-8-5-2-4-9-7-2-5-2-1"	"0.0-3.0-7.0-9.0-4.0-6.0-8.0-5.0-2.0-4.1-9.1-7.1-2.1-5.0-2.0-1.0"	99	"AV_HG02257#haplotype2#0001152:102843493-103251377"	115038	123460
"ENST00000370083.9"	1785	2	1784	"-"	"HG02080#1#JAHEOW010000048.1_16689583_17097287_0"	407704	231201	239992	1769	8791	0	"P"	557	1686	1686	1e-04	0	"HG02080#1#JAHEOW010000048.1_16689583_17097287_0"	"AMY1A-201"	"1"	"HG02080"	"0-3-7-9-4-6-8-5-2-4-9-7-2-5-2-1"	"0.0-3.0-7.0-9.0-4.0-6.0-8.0-5.0-2.0-4.1-9.1-7.1-2.1-5.1-2.0-1.0"	98	"HG02080#1#JAHEOW010000048.1_16689583_17097287_0"	231201	239992
"ENST00000370083.9"	1785	2	1784	"+"	"HG02080#1#JAHEOW010000048.1_16689583_17097287_0"	407704	293662	302453	1769	8791	0	"S"	557	1686	NA	1e-04	0	"HG02080#1#JAHEOW010000048.1_16689583_17097287_0"	"AMY1A-201"	"1"	"HG02080"	"0-3-7-9-4-6-8-5-2-4-9-7-2-5-2-1"	"0.0-3.0-7.0-9.0-4.0-6.0-8.0-5.0-2.0-4.1-9.1-7.1-2.1-5.1-2.0-1.0"	98	"HG02080#1#JAHEOW010000048.1_16689583_17097287_0"	293662	302453
"ENST00000370083.9"	1785	2	1784	"+"	"HG02080#1#JAHEOW010000048.1_16689583_17097287_0"	407704	199566	208357	1769	8791	0	"S"	557	1686	NA	1e-04	0	"HG02080#1#JAHEOW010000048.1_16689583_17097287_0"	"AMY1A-201"	"1"	"HG02080"	"0-3-7-9-4-6-8-5-2-4-9-7-2-5-2-1"	"0.0-3.0-7.0-9.0-4.0-6.0-8.0-5.0-2.0-4.1-9.1-7.1-2.1-5.1-2.0-1.0"	98	"HG02080#1#JAHEOW010000048.1_16689583_17097287_0"	199566	208357
"ENST00000414303.7"	1584	4	1579	"+"	"HG02080#1#JAHEOW010000048.1_16689583_17097287_0"	407704	161314	169580	1563	8266	28	"P"	484	1488	1342	0.001	0	"HG02080#1#JAHEOW010000048.1_16689583_17097287_0"	"AMY2A-201"	"2A"	"HG02080"	"0-3-7-9-4-6-8-5-2-4-9-7-2-5-2-1"	"0.0-3.0-7.0-9.0-4.0-6.0-8.0-5.0-2.0-4.1-9.1-7.1-2.1-5.1-2.0-1.0"	98	"HG02080#1#JAHEOW010000048.1_16689583_17097287_0"	161314	169580
"ENST00000610648.1"	1736	4	1733	"+"	"HG02080#1#JAHEOW010000048.1_16689583_17097287_0"	407704	114996	123418	1720	8422	48	"P"	531	1638	1371	1e-04	0	"HG02080#1#JAHEOW010000048.1_16689583_17097287_0"	"AMY2B-208"	"2B"	"HG02080"	"0-3-7-9-4-6-8-5-2-4-9-7-2-5-2-1"	"0.0-3.0-7.0-9.0-4.0-6.0-8.0-5.0-2.0-4.1-9.1-7.1-2.1-5.1-2.0-1.0"	98	"HG02080#1#JAHEOW010000048.1_16689583_17097287_0"	114996	123418
"ENST00000370083.9"	1785	2	1784	"+"	"HG00621#2#JAHBCC010000031.1_16669999_17077865_0"	407866	293780	302572	1769	8792	0	"P"	557	1686	1686	1e-04	0	"HG00621#2#JAHBCC010000031.1_16669999_17077865_0"	"AMY1A-201"	"1"	"HG00621"	"0-3-7-9-4-6-8-5-2-4-9-7-2-5-2-1"	"0.0-3.0-7.0-9.0-4.0-6.0-8.0-5.0-2.0-4.1-9.1-7.1-2.1-5.0-2.0-1.0"	99	"HG00621#2#JAHBCC010000031.1_16669999_17077865_0"	293780	302572
"ENST00000370083.9"	1785	2	1784	"+"	"HG00621#2#JAHBCC010000031.1_16669999_17077865_0"	407866	199648	208439	1769	8791	0	"S"	557	1686	NA	1e-04	0	"HG00621#2#JAHBCC010000031.1_16669999_17077865_0"	"AMY1A-201"	"1"	"HG00621"	"0-3-7-9-4-6-8-5-2-4-9-7-2-5-2-1"	"0.0-3.0-7.0-9.0-4.0-6.0-8.0-5.0-2.0-4.1-9.1-7.1-2.1-5.0-2.0-1.0"	99	"HG00621#2#JAHBCC010000031.1_16669999_17077865_0"	199648	208439
"ENST00000370083.9"	1785	2	1784	"-"	"HG00621#2#JAHBCC010000031.1_16669999_17077865_0"	407866	231306	240098	1769	8792	0	"S"	557	1686	NA	1e-04	0	"HG00621#2#JAHBCC010000031.1_16669999_17077865_0"	"AMY1A-201"	"1"	"HG00621"	"0-3-7-9-4-6-8-5-2-4-9-7-2-5-2-1"	"0.0-3.0-7.0-9.0-4.0-6.0-8.0-5.0-2.0-4.1-9.1-7.1-2.1-5.0-2.0-1.0"	99	"HG00621#2#JAHBCC010000031.1_16669999_17077865_0"	231306	240098
"ENST00000414303.7"	1584	4	1583	"+"	"HG00621#2#JAHBCC010000031.1_16669999_17077865_0"	407866	161404	169674	1574	8270	30	"P"	491	1499	1342	1e-04	0	"HG00621#2#JAHBCC010000031.1_16669999_17077865_0"	"AMY2A-201"	"2A"	"HG00621"	"0-3-7-9-4-6-8-5-2-4-9-7-2-5-2-1"	"0.0-3.0-7.0-9.0-4.0-6.0-8.0-5.0-2.0-4.1-9.1-7.1-2.1-5.0-2.0-1.0"	99	"HG00621#2#JAHBCC010000031.1_16669999_17077865_0"	161404	169674
"ENST00000610648.1"	1736	4	1733	"+"	"HG00621#2#JAHBCC010000031.1_16669999_17077865_0"	407866	115075	123499	1720	8424	48	"P"	531	1638	1371	1e-04	0	"HG00621#2#JAHBCC010000031.1_16669999_17077865_0"	"AMY2B-208"	"2B"	"HG00621"	"0-3-7-9-4-6-8-5-2-4-9-7-2-5-2-1"	"0.0-3.0-7.0-9.0-4.0-6.0-8.0-5.0-2.0-4.1-9.1-7.1-2.1-5.0-2.0-1.0"	99	"HG00621#2#JAHBCC010000031.1_16669999_17077865_0"	115075	123499
"ENST00000370083.9"	1785	2	1784	"+"	"HG00621#1#JAHBCD010000034.1_2122997_2624098_1"	501101	293828	302620	1769	8792	0	"P"	557	1686	1686	1e-04	0	"HG00621#1#JAHBCD010000034.1_2122997_2624098_1"	"AMY1A-201"	"1"	"HG00621"	"0-3-7-9-4-6-8-5-2-4-9-7-2-5-2-4-9-7-2-5-2-1"	"0.0-3.0-7.0-9.0-4.0-6.0-8.0-5.0-2.0-4.1-9.1-7.1-2.1-5.1-2.0-4.1-9.1-7.1-2.1-5.1-2.0-1.0"	155	"HG00621#1#JAHBCD010000034.1_2122997_2624098_1"	293828	302620
"ENST00000370083.9"	1785	2	1784	"-"	"HG00621#1#JAHBCD010000034.1_2122997_2624098_1"	501101	231335	240128	1769	8793	0	"S"	557	1686	NA	1e-04	0	"HG00621#1#JAHBCD010000034.1_2122997_2624098_1"	"AMY1A-201"	"1"	"HG00621"	"0-3-7-9-4-6-8-5-2-4-9-7-2-5-2-4-9-7-2-5-2-1"	"0.0-3.0-7.0-9.0-4.0-6.0-8.0-5.0-2.0-4.1-9.1-7.1-2.1-5.1-2.0-4.1-9.1-7.1-2.1-5.1-2.0-1.0"	155	"HG00621#1#JAHBCD010000034.1_2122997_2624098_1"	231335	240128
"ENST00000370083.9"	1785	2	1784	"+"	"HG00621#1#JAHBCD010000034.1_2122997_2624098_1"	501101	199680	208474	1769	8794	0	"S"	557	1686	NA	1e-04	0	"HG00621#1#JAHBCD010000034.1_2122997_2624098_1"	"AMY1A-201"	"1"	"HG00621"	"0-3-7-9-4-6-8-5-2-4-9-7-2-5-2-4-9-7-2-5-2-1"	"0.0-3.0-7.0-9.0-4.0-6.0-8.0-5.0-2.0-4.1-9.1-7.1-2.1-5.1-2.0-4.1-9.1-7.1-2.1-5.1-2.0-1.0"	155	"HG00621#1#JAHBCD010000034.1_2122997_2624098_1"	199680	208474
"ENST00000370083.9"	1785	2	1784	"+"	"HG00621#1#JAHBCD010000034.1_2122997_2624098_1"	501101	387982	396774	1769	8792	0	"S"	557	1686	NA	1e-04	0	"HG00621#1#JAHBCD010000034.1_2122997_2624098_1"	"AMY1A-201"	"1"	"HG00621"	"0-3-7-9-4-6-8-5-2-4-9-7-2-5-2-4-9-7-2-5-2-1"	"0.0-3.0-7.0-9.0-4.0-6.0-8.0-5.0-2.0-4.1-9.1-7.1-2.1-5.1-2.0-4.1-9.1-7.1-2.1-5.1-2.0-1.0"	155	"HG00621#1#JAHBCD010000034.1_2122997_2624098_1"	387982	396774
"ENST00000370083.9"	1785	2	1784	"-"	"HG00621#1#JAHBCD010000034.1_2122997_2624098_1"	501101	325489	334282	1769	8793	0	"S"	557	1686	NA	1e-04	0	"HG00621#1#JAHBCD010000034.1_2122997_2624098_1"	"AMY1A-201"	"1"	"HG00621"	"0-3-7-9-4-6-8-5-2-4-9-7-2-5-2-4-9-7-2-5-2-1"	"0.0-3.0-7.0-9.0-4.0-6.0-8.0-5.0-2.0-4.1-9.1-7.1-2.1-5.1-2.0-4.1-9.1-7.1-2.1-5.1-2.0-1.0"	155	"HG00621#1#JAHBCD010000034.1_2122997_2624098_1"	325489	334282
"ENST00000414303.7"	1584	4	1583	"+"	"HG00621#1#JAHBCD010000034.1_2122997_2624098_1"	501101	161422	169692	1574	8270	30	"P"	491	1499	1342	1e-04	0	"HG00621#1#JAHBCD010000034.1_2122997_2624098_1"	"AMY2A-201"	"2A"	"HG00621"	"0-3-7-9-4-6-8-5-2-4-9-7-2-5-2-4-9-7-2-5-2-1"	"0.0-3.0-7.0-9.0-4.0-6.0-8.0-5.0-2.0-4.1-9.1-7.1-2.1-5.1-2.0-4.1-9.1-7.1-2.1-5.1-2.0-1.0"	155	"HG00621#1#JAHBCD010000034.1_2122997_2624098_1"	161422	169692
"ENST00000610648.1"	1736	4	1733	"+"	"HG00621#1#JAHBCD010000034.1_2122997_2624098_1"	501101	115093	123517	1720	8424	48	"P"	531	1638	1371	1e-04	0	"HG00621#1#JAHBCD010000034.1_2122997_2624098_1"	"AMY2B-208"	"2B"	"HG00621"	"0-3-7-9-4-6-8-5-2-4-9-7-2-5-2-4-9-7-2-5-2-1"	"0.0-3.0-7.0-9.0-4.0-6.0-8.0-5.0-2.0-4.1-9.1-7.1-2.1-5.1-2.0-4.1-9.1-7.1-2.1-5.1-2.0-1.0"	155	"HG00621#1#JAHBCD010000034.1_2122997_2624098_1"	115093	123517
"ENST00000370083.9"	1785	2	1784	"-"	"HG02818#2#JAHEOR010000010.1_31775319_32183091_1"	407772	231351	240143	1769	8792	0	"P"	557	1686	1686	1e-04	0	"HG02818#2#JAHEOR010000010.1_31775319_32183091_1"	"AMY1A-201"	"1"	"HG02818"	"0-3-7-9-4-6-8-5-2-4-9-7-2-5-2-1"	"0.0-3.0-7.0-9.0-4.0-6.0-8.0-5.0-2.0-4.1-9.1-7.1-2.1-5.0-2.0-1.0"	154	"HG02818#2#JAHEOR010000010.1_31775319_32183091_1"	231351	240143
"ENST00000370083.9"	1785	2	1784	"+"	"HG02818#2#JAHEOR010000010.1_31775319_32183091_1"	407772	293830	302621	1769	8791	0	"S"	557	1686	NA	1e-04	0	"HG02818#2#JAHEOR010000010.1_31775319_32183091_1"	"AMY1A-201"	"1"	"HG02818"	"0-3-7-9-4-6-8-5-2-4-9-7-2-5-2-1"	"0.0-3.0-7.0-9.0-4.0-6.0-8.0-5.0-2.0-4.1-9.1-7.1-2.1-5.0-2.0-1.0"	154	"HG02818#2#JAHEOR010000010.1_31775319_32183091_1"	293830	302621
"ENST00000370083.9"	1785	2	1784	"+"	"HG02818#2#JAHEOR010000010.1_31775319_32183091_1"	407772	199708	208500	1769	8792	0	"S"	557	1686	NA	1e-04	0	"HG02818#2#JAHEOR010000010.1_31775319_32183091_1"	"AMY1A-201"	"1"	"HG02818"	"0-3-7-9-4-6-8-5-2-4-9-7-2-5-2-1"	"0.0-3.0-7.0-9.0-4.0-6.0-8.0-5.0-2.0-4.1-9.1-7.1-2.1-5.0-2.0-1.0"	154	"HG02818#2#JAHEOR010000010.1_31775319_32183091_1"	199708	208500
"ENST00000414303.7"	1584	4	1583	"+"	"HG02818#2#JAHEOR010000010.1_31775319_32183091_1"	407772	161409	169713	1563	8304	28	"P"	488	1488	1342	5e-04	0	"HG02818#2#JAHEOR010000010.1_31775319_32183091_1"	"AMY2A-201"	"2A"	"HG02818"	"0-3-7-9-4-6-8-5-2-4-9-7-2-5-2-1"	"0.0-3.0-7.0-9.0-4.0-6.0-8.0-5.0-2.0-4.1-9.1-7.1-2.1-5.0-2.0-1.0"	154	"HG02818#2#JAHEOR010000010.1_31775319_32183091_1"	161409	169713
"ENST00000610648.1"	1736	4	1733	"+"	"HG02818#2#JAHEOR010000010.1_31775319_32183091_1"	407772	115078	123502	1720	8424	48	"P"	531	1638	1371	1e-04	0	"HG02818#2#JAHEOR010000010.1_31775319_32183091_1"	"AMY2B-208"	"2B"	"HG02818"	"0-3-7-9-4-6-8-5-2-4-9-7-2-5-2-1"	"0.0-3.0-7.0-9.0-4.0-6.0-8.0-5.0-2.0-4.1-9.1-7.1-2.1-5.0-2.0-1.0"	154	"HG02818#2#JAHEOR010000010.1_31775319_32183091_1"	115078	123502
"ENST00000370083.9"	1785	2	1784	"+"	"HG02723#1#JAHEOU010000204.1_2102082_2414876_1"	312794	199716	208507	1769	8791	49	"P"	557	1686	1404	1e-04	0	"HG02723#1#JAHEOU010000204.1_2102082_2414876_1"	"AMY1A-201"	"1"	"HG02723"	"0-3-7-9-4-6-8-5-2-1"	"0.0-3.0-7.0-9.0-4.0-6.0-8.0-5.0-2.0-1.0"	154	"HG02723#1#JAHEOU010000204.1_2102082_2414876_1"	199716	208507
"ENST00000414303.7"	1584	4	1583	"+"	"HG02723#1#JAHEOU010000204.1_2102082_2414876_1"	312794	161428	169733	1574	8305	30	"P"	491	1499	1342	1e-04	0	"HG02723#1#JAHEOU010000204.1_2102082_2414876_1"	"AMY2A-201"	"2A"	"HG02723"	"0-3-7-9-4-6-8-5-2-1"	"0.0-3.0-7.0-9.0-4.0-6.0-8.0-5.0-2.0-1.0"	154	"HG02723#1#JAHEOU010000204.1_2102082_2414876_1"	161428	169733
"ENST00000610648.1"	1736	4	1733	"+"	"HG02723#1#JAHEOU010000204.1_2102082_2414876_1"	312794	115087	123511	1720	8424	50	"P"	531	1638	1358	1e-04	0	"HG02723#1#JAHEOU010000204.1_2102082_2414876_1"	"AMY2B-208"	"2B"	"HG02723"	"0-3-7-9-4-6-8-5-2-1"	"0.0-3.0-7.0-9.0-4.0-6.0-8.0-5.0-2.0-1.0"	154	"HG02723#1#JAHEOU010000204.1_2102082_2414876_1"	115087	123511
"ENST00000370083.9"	1785	2	1784	"+"	"HG00741#1#JAHALY010000007.1_18781197_19307680_1"	526483	315478	324258	1769	8780	0	"P"	557	1686	1686	1e-04	0	"HG00741#1#JAHALY010000007.1_18781197_19307680_1"	"AMY1A-201"	"1"	"HG00741"	"0-3-7-9-4-6-8-5-2-4-0-3-7-9-4-6-8-5-2-4-4-2-5-2-1"	"0.0-3.0-7.0-9.0-4.0-6.0-8.0-5.0-2.0-4.1-0.0-3.0-7.0-9.0-4.0-6.0-8.0-5.0-2.0-4.1-4.0-2.1-5.0-2.0-1.0"	154	"HG00741#1#JAHALY010000007.1_18781197_19307680_1"	315478	324258
"ENST00000370083.9"	1785	2	1784	"+"	"HG00741#1#JAHALY010000007.1_18781197_19307680_1"	526483	199696	208476	1769	8780	0	"S"	557	1686	NA	1e-04	0	"HG00741#1#JAHALY010000007.1_18781197_19307680_1"	"AMY1A-201"	"1"	"HG00741"	"0-3-7-9-4-6-8-5-2-4-0-3-7-9-4-6-8-5-2-4-4-2-5-2-1"	"0.0-3.0-7.0-9.0-4.0-6.0-8.0-5.0-2.0-4.1-0.0-3.0-7.0-9.0-4.0-6.0-8.0-5.0-2.0-4.1-4.0-2.1-5.0-2.0-1.0"	154	"HG00741#1#JAHALY010000007.1_18781197_19307680_1"	199696	208476
"ENST00000370083.9"	1785	2	1784	"-"	"HG00741#1#JAHALY010000007.1_18781197_19307680_1"	526483	350026	358806	1769	8780	0	"S"	557	1686	NA	1e-04	0	"HG00741#1#JAHALY010000007.1_18781197_19307680_1"	"AMY1A-201"	"1"	"HG00741"	"0-3-7-9-4-6-8-5-2-4-0-3-7-9-4-6-8-5-2-4-4-2-5-2-1"	"0.0-3.0-7.0-9.0-4.0-6.0-8.0-5.0-2.0-4.1-0.0-3.0-7.0-9.0-4.0-6.0-8.0-5.0-2.0-4.1-4.0-2.1-5.0-2.0-1.0"	154	"HG00741#1#JAHALY010000007.1_18781197_19307680_1"	350026	358806
"ENST00000370083.9"	1785	2	1784	"+"	"HG00741#1#JAHALY010000007.1_18781197_19307680_1"	526483	412487	421278	1769	8791	0	"S"	557	1686	NA	1e-04	0	"HG00741#1#JAHALY010000007.1_18781197_19307680_1"	"AMY1A-201"	"1"	"HG00741"	"0-3-7-9-4-6-8-5-2-4-0-3-7-9-4-6-8-5-2-4-4-2-5-2-1"	"0.0-3.0-7.0-9.0-4.0-6.0-8.0-5.0-2.0-4.1-0.0-3.0-7.0-9.0-4.0-6.0-8.0-5.0-2.0-4.1-4.0-2.1-5.0-2.0-1.0"	154	"HG00741#1#JAHALY010000007.1_18781197_19307680_1"	412487	421278
"ENST00000414303.7"	1584	4	1583	"+"	"HG00741#1#JAHALY010000007.1_18781197_19307680_1"	526483	277188	285493	1563	8305	0	"P"	488	1488	1488	5e-04	0	"HG00741#1#JAHALY010000007.1_18781197_19307680_1"	"AMY2A-201"	"2A"	"HG00741"	"0-3-7-9-4-6-8-5-2-4-0-3-7-9-4-6-8-5-2-4-4-2-5-2-1"	"0.0-3.0-7.0-9.0-4.0-6.0-8.0-5.0-2.0-4.1-0.0-3.0-7.0-9.0-4.0-6.0-8.0-5.0-2.0-4.1-4.0-2.1-5.0-2.0-1.0"	154	"HG00741#1#JAHALY010000007.1_18781197_19307680_1"	277188	285493
"ENST00000414303.7"	1584	4	1583	"+"	"HG00741#1#JAHALY010000007.1_18781197_19307680_1"	526483	161444	169714	1563	8270	0	"S"	488	1488	NA	5e-04	0	"HG00741#1#JAHALY010000007.1_18781197_19307680_1"	"AMY2A-201"	"2A"	"HG00741"	"0-3-7-9-4-6-8-5-2-4-0-3-7-9-4-6-8-5-2-4-4-2-5-2-1"	"0.0-3.0-7.0-9.0-4.0-6.0-8.0-5.0-2.0-4.1-0.0-3.0-7.0-9.0-4.0-6.0-8.0-5.0-2.0-4.1-4.0-2.1-5.0-2.0-1.0"	154	"HG00741#1#JAHALY010000007.1_18781197_19307680_1"	161444	169714
"ENST00000610648.1"	1736	4	1733	"+"	"HG00741#1#JAHALY010000007.1_18781197_19307680_1"	526483	115108	123530	1720	8422	0	"P"	531	1638	1638	1e-04	0	"HG00741#1#JAHALY010000007.1_18781197_19307680_1"	"AMY2B-208"	"2B"	"HG00741"	"0-3-7-9-4-6-8-5-2-4-0-3-7-9-4-6-8-5-2-4-4-2-5-2-1"	"0.0-3.0-7.0-9.0-4.0-6.0-8.0-5.0-2.0-4.1-0.0-3.0-7.0-9.0-4.0-6.0-8.0-5.0-2.0-4.1-4.0-2.1-5.0-2.0-1.0"	154	"HG00741#1#JAHALY010000007.1_18781197_19307680_1"	115108	123530
"ENST00000610648.1"	1736	4	1733	"+"	"HG00741#1#JAHALY010000007.1_18781197_19307680_1"	526483	230850	239272	1720	8422	0	"S"	531	1638	NA	1e-04	0	"HG00741#1#JAHALY010000007.1_18781197_19307680_1"	"AMY2B-208"	"2B"	"HG00741"	"0-3-7-9-4-6-8-5-2-4-0-3-7-9-4-6-8-5-2-4-4-2-5-2-1"	"0.0-3.0-7.0-9.0-4.0-6.0-8.0-5.0-2.0-4.1-0.0-3.0-7.0-9.0-4.0-6.0-8.0-5.0-2.0-4.1-4.0-2.1-5.0-2.0-1.0"	154	"HG00741#1#JAHALY010000007.1_18781197_19307680_1"	230850	239272
"ENST00000370083.9"	1785	2	1784	"-"	"HG01109#1#JAHEPA010000099.1_2104245_2511104_1"	406859	231324	240117	1769	8793	0	"P"	557	1686	1686	1e-04	0	"HG01109#1#JAHEPA010000099.1_2104245_2511104_1"	"AMY1A-201"	"1"	"HG01109"	"0-3-7-9-4-6-8-5-2-7-9-4-2-5-2-1"	"0.0-3.0-7.0-9.0-4.0-6.0-8.0-5.0-2.0-7.0-9.0-4.0-2.1-5.1-2.0-1.0"	155	"HG01109#1#JAHEPA010000099.1_2104245_2511104_1"	231324	240117
"ENST00000370083.9"	1785	2	1784	"+"	"HG01109#1#JAHEPA010000099.1_2104245_2511104_1"	406859	293807	302600	1769	8793	0	"S"	557	1686	NA	1e-04	0	"HG01109#1#JAHEPA010000099.1_2104245_2511104_1"	"AMY1A-201"	"1"	"HG01109"	"0-3-7-9-4-6-8-5-2-7-9-4-2-5-2-1"	"0.0-3.0-7.0-9.0-4.0-6.0-8.0-5.0-2.0-7.0-9.0-4.0-2.1-5.1-2.0-1.0"	155	"HG01109#1#JAHEPA010000099.1_2104245_2511104_1"	293807	302600
"ENST00000370083.9"	1785	2	1784	"+"	"HG01109#1#JAHEPA010000099.1_2104245_2511104_1"	406859	199670	208462	1769	8792	0	"S"	557	1686	NA	1e-04	0	"HG01109#1#JAHEPA010000099.1_2104245_2511104_1"	"AMY1A-201"	"1"	"HG01109"	"0-3-7-9-4-6-8-5-2-7-9-4-2-5-2-1"	"0.0-3.0-7.0-9.0-4.0-6.0-8.0-5.0-2.0-7.0-9.0-4.0-2.1-5.1-2.0-1.0"	155	"HG01109#1#JAHEPA010000099.1_2104245_2511104_1"	199670	208462
"ENST00000414303.7"	1584	4	1583	"+"	"HG01109#1#JAHEPA010000099.1_2104245_2511104_1"	406859	161418	169688	1574	8270	30	"P"	491	1499	1342	1e-04	0	"HG01109#1#JAHEPA010000099.1_2104245_2511104_1"	"AMY2A-201"	"2A"	"HG01109"	"0-3-7-9-4-6-8-5-2-7-9-4-2-5-2-1"	"0.0-3.0-7.0-9.0-4.0-6.0-8.0-5.0-2.0-7.0-9.0-4.0-2.1-5.1-2.0-1.0"	155	"HG01109#1#JAHEPA010000099.1_2104245_2511104_1"	161418	169688
"ENST00000610648.1"	1736	4	1733	"+"	"HG01109#1#JAHEPA010000099.1_2104245_2511104_1"	406859	115090	123514	1720	8424	48	"P"	531	1638	1371	1e-04	0	"HG01109#1#JAHEPA010000099.1_2104245_2511104_1"	"AMY2B-208"	"2B"	"HG01109"	"0-3-7-9-4-6-8-5-2-7-9-4-2-5-2-1"	"0.0-3.0-7.0-9.0-4.0-6.0-8.0-5.0-2.0-7.0-9.0-4.0-2.1-5.1-2.0-1.0"	155	"HG01109#1#JAHEPA010000099.1_2104245_2511104_1"	115090	123514
"ENST00000370083.9"	1785	2	1784	"+"	"HG03486#1#JAHEOQ010000123.1_16677696_17085575_0"	407879	199649	208441	1769	8792	0	"P"	557	1686	1686	1e-04	0	"HG03486#1#JAHEOQ010000123.1_16677696_17085575_0"	"AMY1A-201"	"1"	"HG03486"	"0-3-7-9-4-6-8-5-2-4-9-7-2-5-2-1"	"0.0-3.0-7.0-9.0-4.0-6.0-8.0-5.0-2.0-4.1-9.1-7.1-2.1-5.0-2.0-1.0"	99	"HG03486#1#JAHEOQ010000123.1_16677696_17085575_0"	199649	208441
"ENST00000370083.9"	1785	2	1784	"-"	"HG03486#1#JAHEOQ010000123.1_16677696_17085575_0"	407879	231305	240098	1769	8793	0	"S"	557	1686	NA	1e-04	0	"HG03486#1#JAHEOQ010000123.1_16677696_17085575_0"	"AMY1A-201"	"1"	"HG03486"	"0-3-7-9-4-6-8-5-2-4-9-7-2-5-2-1"	"0.0-3.0-7.0-9.0-4.0-6.0-8.0-5.0-2.0-4.1-9.1-7.1-2.1-5.0-2.0-1.0"	99	"HG03486#1#JAHEOQ010000123.1_16677696_17085575_0"	231305	240098
"ENST00000370083.9"	1785	2	1784	"+"	"HG03486#1#JAHEOQ010000123.1_16677696_17085575_0"	407879	293776	302568	1769	8792	0	"S"	557	1686	NA	1e-04	0	"HG03486#1#JAHEOQ010000123.1_16677696_17085575_0"	"AMY1A-201"	"1"	"HG03486"	"0-3-7-9-4-6-8-5-2-4-9-7-2-5-2-1"	"0.0-3.0-7.0-9.0-4.0-6.0-8.0-5.0-2.0-4.1-9.1-7.1-2.1-5.0-2.0-1.0"	99	"HG03486#1#JAHEOQ010000123.1_16677696_17085575_0"	293776	302568
